data/spl/172.31.69.29/cap_00083_20180301150048,95.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00081_20180215150752,107.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00515_20180301185116,60.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_01006_20180215232115,35.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00002_20180302144958,308.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00676_20180215202514,1131.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00357_20180301172657,33.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00171_20180301154744,518.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00324_20180301170920,18.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00214_20180301161040,132.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00402_20180215175904,93.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00766_20180215211315,2981.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00415_20180215180600,87.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00464_20180302185623,75.0,0.0,0.0,0.0,150.0
data/spl/172.31.69.29/cap_00013_20180215143136,248.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00175_20180215155810,48.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00793_20180302215150,95.0,0.0,0.0,0.0,650.0
data/spl/172.31.69.29/cap_00390_20180301174434,31.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00269_20180301164000,78.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00033_20180301143408,75.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00044_20180302151222,136.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00587_20180302200158,119.0,0.0,0.0,0.0,160.0
data/spl/172.31.69.29/cap_00207_20180302163919,66.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00837_20180223214323,123.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00145_20180301153353,185.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00705_20180215204041,235.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00801_20180215213154,36.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00926_20180223223051,128.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00160_20180301154152,153.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_01022_20180301232136,33.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00336_20180215172352,36.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00808_20180301212729,40.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00809_20180215213609,43.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00982_20180301230021,59.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00758_20180301210048,32.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00875_20180215221121,249.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00277_20180215165228,41.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00692_20180302205758,109.0,0.0,0.0,0.0,150.0
data/spl/172.31.69.29/cap_00947_20180223224203,223.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00988_20180301230329,204.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00377_20180302180958,64.0,0.0,0.0,0.0,160.0
data/spl/172.31.69.29/cap_00235_20180302165415,71.0,0.0,0.0,0.0,160.0
data/spl/172.31.69.29/cap_00412_20180223175644,84.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00051_20180215145152,155.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00121_20180215152912,34.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00200_20180302163535,93.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00283_20180223164755,26.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00086_20180301150224,40.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00421_20180223180136,51.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00965_20180215225921,84.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00875_20180301220312,483.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00059_20180215145608,129.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00625_20180223195018,123.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00520_20180302192614,104.0,0.0,0.0,0.0,160.0
data/spl/172.31.69.29/cap_00065_20180302152335,104.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_01023_20180223232236,23.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00102_20180223151123,57.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00116_20180215152634,43.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00334_20180302174702,67.0,0.0,0.0,0.0,160.0
data/spl/172.31.69.29/cap_01003_20180301231128,44.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00239_20180302165623,85.0,0.0,0.0,0.0,160.0
data/spl/172.31.69.29/cap_00968_20180223225315,95.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00739_20180223205107,8.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00353_20180301172448,94.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00185_20180215160321,83.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00562_20180301191616,61.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00387_20180215175104,60.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00914_20180302225622,87.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.29/cap_00265_20180302171014,64.0,0.0,0.0,0.0,230.0
