data/spl/172.31.69.23/cap_00325_20180302174036,120.0,0.0,0.0,0.0,160.0
data/spl/172.31.69.23/cap_00575_20180301192321,83.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00785_20180302214556,116.0,0.0,0.0,0.0,676.0
data/spl/172.31.69.23/cap_00831_20180223214003,238.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00472_20180215183551,42.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00979_20180215230615,32.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00299_20180223165620,3.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00204_20180215161255,2.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00597_20180215194230,3657.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00375_20180301173640,135.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00293_20180223165312,50.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00649_20180302203324,120.0,0.0,0.0,0.0,160.0
data/spl/172.31.69.23/cap_00916_20180223222524,85.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00831_20180301213953,381.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00037_20180302150704,737.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00031_20180223143323,48.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00340_20180223171812,3.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00934_20180215224217,58.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00289_20180301165048,216.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00203_20180301160457,78.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00109_20180301151449,41.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00774_20180302214004,101.0,0.0,0.0,0.0,679.0
data/spl/172.31.69.23/cap_00795_20180302215117,129.0,0.0,0.0,0.0,681.0
data/spl/172.31.69.23/cap_00387_20180223174318,72.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00608_20180215194822,158.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00809_20180215213535,59.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00347_20180302175220,142.0,0.0,0.0,0.0,160.0
data/spl/172.31.69.23/cap_00939_20180302230804,26.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00827_20180301213744,780.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00786_20180215212320,164.0,0.0,0.0,0.0,0.0
data/spl/172.31.69.23/cap_00586_20180302195948,167.0,0.0,0.0,0.0,160.0
data/spl/172.31.69.23/cap_00156_20180302161028,167.0,0.0,0.0,0.0,0.0
